StockCode,Description,UnitPrice_median,TotalQty,Supplier,CostPrice,LeadTimeDays,Category,SupplierClean,CategoryClean
72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,4.25,284,Acme Supplies Ltd,2.6656165226859234,25.0,Unknown,Acme Supplies Ltd,Other
72802C,VANILLA SCENT CANDLE JEWELLED BOX,4.25,763,Acme Supplies Ltd,2.7383799377750604,32.0,Gifts,Acme Supplies Ltd,Gifts
72802A,ROSE SCENT CANDLE IN JEWELLED BOX,8.29,7,ACME SUPPLIES,5.167562927150954,32.0,Unknown,Acme Supplies Ltd,Other
72802C,VANILLA SCENT CANDLE JEWELLED BOX,8.29,1,,4.246114195483222,40.0,LIGHTING,UNKNOWN,Lighting
72803A,ROSE SCENT CANDLE JEWELLED DRAWER,4.25,486,GlobalTrade Co,1.8391111838518903,32.0,home decor,GlobalTrade Co,Home Decor
72803B,UNKNOWN,0.0,1,Unknown Vendor,0.0,43.0,home decor,UNKNOWN,Home Decor
72803B,OCEAN SCENT CANDLE JEWELLED DRAWER,8.47,1,Pacific Importers,3.769692529577602,32.0,LIGHTING,Pacific Importers,Lighting
72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,4.25,-398,Global Trade Co.,3.109590192049492,38.0,Gifts,GlobalTrade Co,Gifts
72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,4.25,-527,Pacific Importers,2.40681666320866,36.0,Stationery,Pacific Importers,Stationery
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,4.25,-398,Pacific Importers,2.1719230218558407,18.0,Stationery,Pacific Importers,Stationery
72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,8.29,8,EuroParts GmbH,5.5394312623514885,26.0,Gifts,EuroParts GmbH,Gifts
72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,8.29,4,GlobalTrade Co,4.760797841377439,16.0,Lighting,GlobalTrade Co,Lighting
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,8.29,5,GlobalTrade Co,4.215563720672124,28.0,LIGHTING,GlobalTrade Co,Lighting
72811,SMALL ZINC/GLASS CANDLEHOLDER,1.49,53,,1.019441177656803,10.0,Home Decor,UNKNOWN,Home Decor
72812,LARGE ZINC GLASS CANDLEHOLDER,4.13,34,,2.9054684342721213,16.0,Kitchen,UNKNOWN,Kitchen
72814,UNKNOWN,0.0,2,,0.0,33.0,LIGHTING,UNKNOWN,Lighting
72815,3 WICK CHRISTMAS BRIAR CANDLE,3.75,-4,Global Trade Co.,1.5616408044100634,4.0,Stationery,GlobalTrade Co,Stationery
72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,2.46,832,Euro Parts,1.471603999823384,6.0,Home Decor,EuroParts GmbH,Home Decor
72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,1.25,1164,Global Trade Co.,0.8339415239988107,3.0,Kitchen,GlobalTrade Co,Kitchen
72818,CHRISTMAS DECOUPAGE CANDLE,0.39,1733,Pacific Importers,0.1746326611494089,22.0,Unknown,Pacific Importers,Other
72819,CUPID DESIGN SCENTED CANDLES,2.55,225,ACME SUPPLIES,1.2240886456107585,16.0,Kitchen,Acme Supplies Ltd,Kitchen
72821,CUPID SCENTED CANDLE IN GLASS,1.65,9,Pacific Importers,1.1696409231768488,42.0,Stationery,Pacific Importers,Stationery
75011,BLUE DAISY MOBILE,0.79,172,ACME SUPPLIES,0.321563656092375,27.0,Lighting,Acme Supplies Ltd,Lighting
75013B,"STRING OF 8 BUTTERFLIES,PINK",1.65,27,GlobalTrade Co,1.094699922094501,27.0,Lighting,GlobalTrade Co,Lighting
75049L,LARGE CIRCULAR MIRROR MOBILE,1.25,6886,,0.70727581547506,5.0,Home Decor,UNKNOWN,Home Decor
75131,METAL TUBE CHIME ON BAMBOO,1.69,442,ACME SUPPLIES,0.9402657319536276,7.0,Unknown,Acme Supplies Ltd,Other
75172,PAINTED SEA SHELL METAL WINDCHIME,0.79,58,Acme Supplies Ltd,0.3179621912348363,40.0,Home Decor,Acme Supplies Ltd,Home Decor
75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,1.25,459,Acme Supplies Ltd,0.8584867260478406,28.0,Gifts,Acme Supplies Ltd,Gifts
77079,DOLPHIN WINDMILL,1.06,5,,0.5574950381361663,42.0,Lighting,UNKNOWN,Lighting
77081,UNKNOWN,0.0,-39,Pacific Importers,0.0,40.0,Home Decor,Pacific Importers,Home Decor
77101A,UNION FLAG WINDSOCK,1.25,305,Global Trade Co.,0.796319050271851,40.0,Gifts,GlobalTrade Co,Gifts
78027,UNKNOWN,0.0,-3,Euro Parts,0.0,6.0,Unknown,EuroParts GmbH,Other
78033,FLAG OF ST GEORGE CHAIR,5.95,35,Euro Parts,4.370828472505296,9.0,home decor,EuroParts GmbH,Home Decor
78034B,BLUE NETTING STORAGE HANGER,1.95,8,GlobalTrade Co,1.142639518083986,32.0,Kitchen,GlobalTrade Co,Kitchen
78124,MAGAZINE RACK GEBRA ASSORTED,1.25,199,EuroParts GmbH,0.6748773035513121,32.0,Home Decor,EuroParts GmbH,Home Decor
79000,MOROCCAN TEA GLASS,0.85,4638,Euro Parts,0.6237268288812832,21.0,Gifts,EuroParts GmbH,Gifts
79026B,"S/4 ICON COASTER,ELVIS LIVES",0.39,24,PACIFIC IMPORTERS LLC,0.2436480470809836,41.0,Lighting,Pacific Importers,Lighting
79030D,"TUMBLER, BAROQUE",0.39,-65,ACME SUPPLIES,0.1966975236317498,37.0,LIGHTING,Acme Supplies Ltd,Lighting
79030G,"TUMBLER, NEW ENGLAND",0.39,980,,0.1732623694975875,42.0,Kitchen,UNKNOWN,Kitchen
79051A,SMOKEY GREY COLOUR D.O.F. GLASS,0.29,825,Pacific Importers,0.2015192818987159,35.0,Home Decor,Pacific Importers,Home Decor
79062D,"RETRO TIN ASHTRAY,REVOLUTIONARY",0.29,1012,GlobalTrade Co,0.1527614326836063,35.0,Lighting,GlobalTrade Co,Lighting
79063C,"RETRO PILL BOX KEY CHAIN,THE KING",0.19,555,Global Trade Co.,0.1199212364707346,16.0,home decor,GlobalTrade Co,Home Decor
79063D,"RETRO PILL BOX , REVOLUTIONARY",0.19,2750,Acme Supplies Ltd,0.1073092918878322,40.0,Kitchen,Acme Supplies Ltd,Kitchen
79066K,RETRO MOD TRAY,0.85,771,Acme Supplies Ltd,0.3991816094890239,12.0,Stationery,Acme Supplies Ltd,Stationery
79066K,RETRO MOD TRAY,1.63,17,EuroParts GmbH,0.9952622102179752,30.0,Lighting,EuroParts GmbH,Lighting
79067,CORONA MEXICAN TRAY,3.75,22,Acme Supplies Ltd,1.5796465279977705,16.0,Stationery,Acme Supplies Ltd,Stationery
79071B,ENGLISH ROSE METAL WASTE BIN,2.95,16,Global Trade Co.,1.6067760898170065,38.0,Unknown,GlobalTrade Co,Other
79144B,PAINTED LIGHTBULB STAR+ MOON,0.83,181,Pacific Importers,0.4907916399722964,40.0,Home Decor,Pacific Importers,Home Decor
79144C,PAINTED LIGHTBULB RAINBOW DESIGN,0.83,153,Acme Supplies Ltd,0.4586716459814471,23.0,home decor,Acme Supplies Ltd,Home Decor
79149B,SILICON STAR BULB  BLUE,0.42,18,Unknown Vendor,0.2780548097618956,23.0,Gifts,UNKNOWN,Gifts
79151B,"SILICON CUBE 25W, BLUE",0.42,11,ACME SUPPLIES,0.2897049683181609,30.0,Home Decor,Acme Supplies Ltd,Home Decor
79157B,UBO-LIGHT TRIOBASE BLUE,0.85,4,GlobalTrade Co,0.5694448145248704,35.0,Lighting,GlobalTrade Co,Lighting
79157V,UBO-LIGHT TRIOBASE PURPLE,0.85,5,GlobalTrade Co,0.3515468519740111,8.0,Stationery,GlobalTrade Co,Stationery
79160,HEART SHAPE WIRELESS DOORBELL,2.1,439,acme-supplies,0.9826846462777896,43.0,LIGHTING,Acme Supplies Ltd,Lighting
79161A,ST GEORGE SET OF 10 PARTY LIGHTS,1.475,4,Acme Supplies Ltd,0.8670236266574236,17.0,Stationery,Acme Supplies Ltd,Stationery
79163,BLACK CHAMPAGNE GLASS,0.39,1353,EuroParts GmbH,0.2836032085205789,5.0,Kitchen,EuroParts GmbH,Kitchen
79164,BLACK WINE GLASS,0.39,195,Unknown Vendor,0.2699715997946139,37.0,Home Decor,UNKNOWN,Home Decor
79172D,UNKNOWN,0.0,-7,ACME SUPPLIES,0.0,16.0,Home Decor,Acme Supplies Ltd,Home Decor
79190A,RETRO PLASTIC 70'S TRAY,0.42,381,PACIFIC IMPORTERS LLC,0.2125716044826722,4.0,Lighting,Pacific Importers,Lighting
79190B,RETRO PLASTIC POLKA TRAY,0.42,691,EuroParts GmbH,0.2311288408705692,31.0,LIGHTING,EuroParts GmbH,Lighting
79190D,RETRO PLASTIC DAISY TRAY,0.42,265,Euro Parts,0.2371937742554427,6.0,Stationery,EuroParts GmbH,Stationery
79191B,RETRO PLASTIC POLKA TRAY,0.85,147,Global Trade Co.,0.3868180460465983,28.0,Lighting,GlobalTrade Co,Lighting
79191C,RETRO PLASTIC ELEPHANT TRAY,0.85,947,GlobalTrade Co,0.3492427687477257,14.0,Lighting,GlobalTrade Co,Lighting
79191D,RETRO PLASTIC DAISY TRAY,1.63,23,GlobalTrade Co,1.1922081041422248,4.0,Unknown,GlobalTrade Co,Other
79192A,RETRO PLASTIC 70'S TRAY,1.25,-6,EuroParts GmbH,0.6053117562277842,19.0,Stationery,EuroParts GmbH,Stationery
79302M,"ART LIGHTS,FUNK MONKEY",2.95,443,Euro Parts,1.4277472430946494,37.0,Lighting,EuroParts GmbH,Lighting
79320,FLAMINGO LIGHTS,4.95,-1,ACME SUPPLIES,2.124454210654376,12.0,Stationery,Acme Supplies Ltd,Stationery
79321,CHILLI LIGHTS,5.75,10343,GlobalTrade Co,4.168621850786855,23.0,Lighting,GlobalTrade Co,Lighting
79323B,BLACK CHERRY LIGHTS,6.75,-1671,,4.069628934045211,43.0,LIGHTING,UNKNOWN,Lighting
79323G,"UNSALEABLE, DESTROYED.",0.0,-657,Euro Parts,0.0,23.0,Gifts,EuroParts GmbH,Gifts
79323GR,"UNSALEABLE, DESTROYED.",0.0,-1158,Unknown Vendor,0.0,17.0,LIGHTING,UNKNOWN,Lighting
79323LP,"UNSALEABLE, DESTROYED.",0.0,-2618,EuroParts GmbH,0.0,37.0,LIGHTING,EuroParts GmbH,Lighting
79323P,PINK CHERRY LIGHTS,6.75,-2007,GlobalTrade Co,4.168311022563723,23.0,Lighting,GlobalTrade Co,Lighting
79323S,"UNSALEABLE, DESTROYED.",0.0,-674,Pacific Importers,0.0,23.0,LIGHTING,Pacific Importers,Lighting
79323W,WHITE CHERRY LIGHTS,3.375,-4838,PACIFIC IMPORTERS LLC,1.5706250489730216,23.0,LIGHTING,Pacific Importers,Lighting
79329,PINK FLOCK GLASS CANDLEHOLDER,0.38,10,Acme Supplies Ltd,0.2625556920769623,34.0,LIGHTING,Acme Supplies Ltd,Lighting
79331,PINK FLOCK GLASS CANDLEHOLDER,0.38,23,Pacific Importers,0.2539801913929986,7.0,Lighting,Pacific Importers,Lighting
79336,LIGHT PINK FLOCK GLASS CANDLEHOLDER,0.38,25,EuroParts GmbH,0.1986354779638005,41.0,home decor,EuroParts GmbH,Home Decor
79337,BLUE FLOCK GLASS CANDLEHOLDER,0.38,631,ACME SUPPLIES,0.2021158134939702,11.0,Gifts,Acme Supplies Ltd,Gifts
79341,"UNSALEABLE, DESTROYED.",0.0,-905,Euro Parts,0.0,20.0,Home Decor,EuroParts GmbH,Home Decor
79342B,"UNSALEABLE, DESTROYED.",0.0,-1128,Pacific Importers,0.0,23.0,Stationery,Pacific Importers,Stationery
79403,FROSTED WHITE BASE,0.85,95,Unknown Vendor,0.4117701899713133,10.0,home decor,UNKNOWN,Home Decor
79406,FROSTED WHITE BASE,0.22,144,Acme Supplies Ltd,0.1040338492628325,36.0,Kitchen,Acme Supplies Ltd,Kitchen
81950B,FLOWER BLUE CLOCK WITH SUCKER,0.29,94,acme-supplies,0.141424019095101,12.0,Gifts,Acme Supplies Ltd,Gifts
81950V,FLOWER PURPLE CLOCK W/SUCKER,0.29,20,PACIFIC IMPORTERS LLC,0.1977994430171442,43.0,home decor,Pacific Importers,Home Decor
81952B,ROUND BLUE CLOCK WITH SUCKER,0.19,211,GlobalTrade Co,0.0945983114603384,26.0,LIGHTING,GlobalTrade Co,Lighting
81952V,ROUND PURPLE CLOCK WITH SUCKER,0.19,367,EuroParts GmbH,0.0887361679163348,42.0,Home Decor,EuroParts GmbH,Home Decor
81953B,ROUND BLUE CLOCK WITH SUCKER,0.19,5,EuroParts GmbH,0.1095335201427366,26.0,Lighting,EuroParts GmbH,Lighting
81953P,ROUND ARTICULATED PINK CLOCK W/SUCK,0.19,21,Acme Supplies Ltd,0.775071131588747,34.0,Unknown,Acme Supplies Ltd,Other
82001S,VINYL RECORD FRAME SILVER,3.75,1575,Pacific Importers,1.8167714862867188,35.0,Home Decor,Pacific Importers,Home Decor
82001S,VINYL RECORD FRAME SILVER,7.46,122,Pacific Importers,3.1890581299319978,40.0,Gifts,Pacific Importers,Gifts
82011A,"BATHROOM SCALES, TROPICAL BEACH",3.75,18,GlobalTrade Co,4.59032503925178,36.0,Unknown,GlobalTrade Co,Other
82011B,BATHROOM SCALES RUBBER DUCKS,3.75,43,,2.4812930197415333,13.0,Lighting,UNKNOWN,Lighting
82011C,BATHROOM SCALES FOOTPRINTS IN SAND,3.75,51,Euro Parts,2.222781339911918,33.0,Home Decor,EuroParts GmbH,Home Decor
82095,HEART BUTTONS JEWELLERY BOX,4.96,63,EuroParts GmbH,3.401953289581068,20.0,Kitchen,EuroParts GmbH,Kitchen
82482,WOODEN PICTURE FRAME WHITE FINISH,2.55,8773,EuroParts GmbH,1.8764359917412408,25.0,Stationery,EuroParts GmbH,Stationery
82483,WOOD 2 DRAWER CABINET WHITE FINISH,6.95,2190,Global Trade Co.,4.708151474698308,24.0,Stationery,GlobalTrade Co,Stationery
82484,WOOD BLACK BOARD ANT WHITE FINISH,7.95,5996,,4.860082066882744,20.0,Gifts,UNKNOWN,Gifts
82486,WOOD S/3 CABINET ANT WHITE FINISH,8.95,2080,EuroParts GmbH,5.125392524574082,42.0,home decor,EuroParts GmbH,Home Decor
82494L,WOODEN FRAME ANTIQUE WHITE,2.95,6308,EuroParts GmbH,1.2213713316545856,23.0,Lighting,EuroParts GmbH,Lighting
82494L,WOODEN FRAME ANTIQUE WHITE,8.29,264,,6.172010221528939,41.0,Lighting,UNKNOWN,Lighting
82545A,UNKNOWN,0.0,-4,acme-supplies,0.0,22.0,Stationery,Acme Supplies Ltd,Stationery
82551,LAUNDRY 15C METAL SIGN,1.45,2804,Euro Parts,0.6572558185628099,15.0,Home Decor,EuroParts GmbH,Home Decor
82552,WASHROOM METAL SIGN,1.45,3016,ACME SUPPLIES,0.918354744113702,23.0,Lighting,Acme Supplies Ltd,Lighting
82567,"AIRLINE LOUNGE,METAL SIGN",2.1,640,GlobalTrade Co,1.0489518924851626,6.0,Kitchen,GlobalTrade Co,Kitchen
82578,KITCHEN METAL SIGN,0.55,2048,GlobalTrade Co,0.3327623171542266,26.0,Kitchen,GlobalTrade Co,Kitchen
82580,BATHROOM METAL SIGN,0.55,5593,Unknown Vendor,0.3329528222600839,38.0,Lighting,UNKNOWN,Lighting
82581,TOILET METAL SIGN,0.55,3862,,0.3058029905238023,38.0,Lighting,UNKNOWN,Lighting
82582,AREA PATROLLED METAL SIGN,2.1,4218,EuroParts GmbH,1.4545471824256064,4.0,Stationery,EuroParts GmbH,Stationery
82583,HOT BATHS METAL SIGN,2.1,7240,EuroParts GmbH,1.034750790243251,30.0,Gifts,EuroParts GmbH,Gifts
82599,FANNY'S REST STOPMETAL SIGN,2.1,209,Pacific Importers,1.1697449548390346,28.0,Stationery,Pacific Importers,Stationery
82600,NO SINGING METAL SIGN,2.1,5521,,1.235203714514364,25.0,Gifts,UNKNOWN,Gifts
82605,OLD DOC RUSSEL METAL SIGN,2.1,16,Pacific Importers,1.3277641697639653,17.0,LIGHTING,Pacific Importers,Lighting
82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",1.25,73,GlobalTrade Co,0.8429876845961953,38.0,Kitchen,GlobalTrade Co,Kitchen
82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",1.25,493,ACME SUPPLIES,0.672728186259237,29.0,Gifts,Acme Supplies Ltd,Gifts
82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",1.25,518,Euro Parts,3.490087641622236,8.0,Stationery,EuroParts GmbH,Stationery
82613D,METAL SIGN CUPCAKE SINGLE HOOK,1.25,677,EuroParts GmbH,0.5658922919674771,37.0,Lighting,EuroParts GmbH,Lighting
82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",2.46,1,GlobalTrade Co,1.787010014567074,41.0,Gifts,GlobalTrade Co,Gifts
82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",2.485,4,Acme Supplies Ltd,1.3271653968846675,40.0,Stationery,Acme Supplies Ltd,Stationery
82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",2.485,5,Euro Parts,1.6285012567640071,37.0,Kitchen,EuroParts GmbH,Kitchen
82615,PINK MARSHMALLOW SCARF KNITTING KIT,2.55,36,Acme Supplies Ltd,1.0381544155798434,38.0,Unknown,Acme Supplies Ltd,Other
82616B,FRAPPUCINO SCARF KNITTING KIT,2.46,335,EuroParts GmbH,1.1606661300410388,12.0,LIGHTING,EuroParts GmbH,Lighting
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,2.46,321,Unknown Vendor,1.403378070662601,32.0,Gifts,UNKNOWN,Gifts
84006,MAGIC TREE -PAPER FLOWERS,0.85,918,Global Trade Co.,0.6012801091503731,43.0,Kitchen,GlobalTrade Co,Kitchen
84007,UNKNOWN,0.0,-3,acme-supplies,0.0,40.0,Kitchen,Acme Supplies Ltd,Kitchen
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,0.85,1145,EuroParts GmbH,0.6166364684824289,31.0,Home Decor,EuroParts GmbH,Home Decor
84016,FLAG OF ST GEORGE CAR FLAG,0.625,27,Euro Parts,0.3558305711274867,41.0,Unknown,EuroParts GmbH,Other
84029E,RED WOOLLY HOTTIE WHITE HEART.,4.25,4660,Pacific Importers,2.4295430313947253,6.0,Gifts,Pacific Importers,Gifts
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4.25,3589,Unknown Vendor,1.8781233478945407,7.0,Stationery,UNKNOWN,Stationery
84030E,ENGLISH ROSE HOT WATER BOTTLE,4.25,1503,Acme Supplies Ltd,2.893951163176427,6.0,Gifts,Acme Supplies Ltd,Gifts
84030E,ENGLISH ROSE HOT WATER BOTTLE,8.47,108,Pacific Importers,4.120128965258608,38.0,Gifts,Pacific Importers,Gifts
84031A,CHARLIE+LOLA RED HOT WATER BOTTLE,4.13,411,EuroParts GmbH,2.952389853387681,18.0,Unknown,EuroParts GmbH,Other
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE,4.13,283,,2.968596410487588,27.0,home decor,UNKNOWN,Home Decor
84031A,CHARLIE+LOLA RED HOT WATER BOTTLE,16.63,1,ACME SUPPLIES,12.142536506163488,16.0,Kitchen,Acme Supplies Ltd,Kitchen
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE,16.63,1,Euro Parts,9.680001561824536,13.0,Kitchen,EuroParts GmbH,Kitchen
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,3.29,977,Pacific Importers,2.0956734931783663,31.0,Kitchen,Pacific Importers,Kitchen
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,3.29,873,GlobalTrade Co,2.212461035891005,36.0,Kitchen,GlobalTrade Co,Kitchen
84033,FLAG OF ST GEORGE,1.65,23,Acme Supplies Ltd,0.7356609422706438,24.0,Unknown,Acme Supplies Ltd,Other
84050,PINK HEART SHAPE EGG FRYING PAN,1.65,2924,,1.0070527801110547,16.0,Stationery,UNKNOWN,Stationery
84051,ASS COLOUR GLOWING TIARAS,0.85,282,ACME SUPPLIES,0.3502036256377352,26.0,Lighting,Acme Supplies Ltd,Lighting
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,0.29,53847,GlobalTrade Co,0.1665029574639556,41.0,Home Decor,GlobalTrade Co,Home Decor
84078A,SET/4 WHITE RETRO STORAGE CUBES,39.95,380,GlobalTrade Co,18.145087795754836,28.0,home decor,GlobalTrade Co,Home Decor
84086B,YELLOW/BLUE RETRO RADIO,2.95,15,,1.3688679210558528,38.0,home decor,UNKNOWN,Home Decor
84086C,PINK/PURPLE RETRO RADIO,2.95,222,EuroParts GmbH,1.5569116126101117,41.0,LIGHTING,EuroParts GmbH,Lighting
84192,ASSORTED COLOUR METAL CAT,1.25,115,Euro Parts,0.68919126043847,18.0,Kitchen,EuroParts GmbH,Kitchen
84199,GLOW IN DARK DOLPHINS,0.21,139,acme-supplies,0.1298031732031157,40.0,LIGHTING,Acme Supplies Ltd,Lighting
84201B,HAPPY BIRTHDAY CARD STRIPEY TEDDY,0.19,13,PACIFIC IMPORTERS LLC,0.0809494898261612,34.0,Kitchen,Pacific Importers,Kitchen
84201C,HAPPY BIRTHDAY CARD TEDDY/CAKE,0.19,5,Pacific Importers,0.10949550212229,8.0,Home Decor,Pacific Importers,Home Decor
84206A,3 BLACK CATS W HEARTS BLANK CARD,0.19,24,Euro Parts,0.0881445711618312,36.0,Kitchen,EuroParts GmbH,Kitchen
84206B,CAT WITH SUNGLASSES BLANK CARD,0.19,5,,0.1141693491396108,10.0,Lighting,UNKNOWN,Lighting
84206C,CHAMPAGNE TRAY BLANK CARD,0.19,8,Acme Supplies Ltd,0.1183874067153687,32.0,home decor,Acme Supplies Ltd,Home Decor
84212,"ASSORTED FLOWER COLOUR ""LEIS""",0.65,10315,EuroParts GmbH,0.3866513558657742,29.0,Gifts,EuroParts GmbH,Gifts
84218,BOX/12 CHICK & EGG IN BASKET,1.95,121,Acme Supplies Ltd,1.2838866859014448,9.0,Home Decor,Acme Supplies Ltd,Home Decor
84226,HEN HOUSE W FAMILY IN BARN & NEST,0.85,17,Pacific Importers,0.4398437501616681,29.0,home decor,Pacific Importers,Home Decor
84227,HEN HOUSE W CHICK IN NEST,0.0,0,GlobalTrade Co,0.0,27.0,Stationery,GlobalTrade Co,Stationery
84228,HEN HOUSE W CHICK STANDING,0.42,292,GlobalTrade Co,0.2316167610111044,43.0,home decor,GlobalTrade Co,Home Decor
84231,EASTER BUNNY WITH BASKET ON BACK,0.65,108,GlobalTrade Co,0.3701519733683908,17.0,Home Decor,GlobalTrade Co,Home Decor
84247C,UNKNOWN,0.0,1,PACIFIC IMPORTERS LLC,0.0,27.0,Lighting,Pacific Importers,Lighting
84247E,PACK/12 XMAS FUN CARD,2.95,167,GlobalTrade Co,1.1989550314791988,24.0,Unknown,GlobalTrade Co,Other
84247G,"DECOUPAGE,GREETING CARD,",0.42,357,EuroParts GmbH,0.2641371505487764,20.0,Stationery,EuroParts GmbH,Stationery
84247K,"FOLK ART GREETING CARD,PACK/12",2.95,59,Global Trade Co.,1.8186891664169595,14.0,Gifts,GlobalTrade Co,Gifts
84247L,FAWN AND MUSHROOM GREETING CARD,0.83,136,Acme Supplies Ltd,0.4220105874168278,25.0,Kitchen,Acme Supplies Ltd,Kitchen
84247N,PACK/12 BLUE FOLKART CARDS,2.95,22,Euro Parts,1.2685825991587232,41.0,Home Decor,EuroParts GmbH,Home Decor
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",0.83,-1,GlobalTrade Co,0.3584167481997384,27.0,Stationery,GlobalTrade Co,Stationery
84251B,"GREETING CARD, STICKY GORDON",0.42,173,Global Trade Co.,0.3037138908068286,12.0,Home Decor,GlobalTrade Co,Home Decor
84251C,"GREETING CARD, TWO SISTERS.",0.43,127,EuroParts GmbH,0.2757365378444885,32.0,Gifts,EuroParts GmbH,Gifts
84251F,UNKNOWN,0.0,-2,GlobalTrade Co,0.0,12.0,Home Decor,GlobalTrade Co,Home Decor
84251G,"GREETING CARD, OVERCROWDED POOL.",0.42,270,Acme Supplies Ltd,0.2204383058884092,36.0,LIGHTING,Acme Supplies Ltd,Lighting
84251J,UNKNOWN,0.0,-28,GlobalTrade Co,0.0,15.0,home decor,GlobalTrade Co,Home Decor
84270,ASSTD DESIGN BUBBLE GUM RING,0.21,24,,0.1454145203241627,31.0,home decor,UNKNOWN,Home Decor
84279B,CHERRY BLOSSOM DECORATIVE FLASK,3.75,379,PACIFIC IMPORTERS LLC,1.5573049689358238,40.0,Stationery,Pacific Importers,Stationery
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,3.75,344,EuroParts GmbH,1.8105809850543868,43.0,Lighting,EuroParts GmbH,Lighting
84306,S/3 PINK SQUARE PLANTERS ROSES,8.29,8,PACIFIC IMPORTERS LLC,5.897606695342045,11.0,Unknown,Pacific Importers,Other
84313B,BLUE TV TRAY TABLE,5.79,95,ACME SUPPLIES,2.334573987447504,15.0,Stationery,Acme Supplies Ltd,Stationery
84313C,ORANGE TV TRAY TABLE,1.95,497,Global Trade Co.,0.917454887656828,39.0,Home Decor,GlobalTrade Co,Home Decor
84341B,SMALL PINK MAGIC CHRISTMAS TREE,0.38,464,EuroParts GmbH,0.2795502154044045,16.0,Gifts,EuroParts GmbH,Gifts
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,2.55,100,Acme Supplies Ltd,1.5674611480210376,39.0,home decor,Acme Supplies Ltd,Home Decor
84352,SILVER CHRISTMAS TREE BAUBLE STAND,16.95,-22,acme-supplies,8.332365382577008,11.0,Kitchen,Acme Supplies Ltd,Kitchen
84356,POMPOM CURTAIN,5.91,424,acme-supplies,2.502571078757811,10.0,Kitchen,Acme Supplies Ltd,Kitchen
84358,FLOOR LAMP SHADE WOOD BASE,9.95,33,Global Trade Co.,4.078176343107451,41.0,Gifts,GlobalTrade Co,Gifts
84360,TABLE LAMP WHITE SHADE WOOD BASE,5.95,78,Unknown Vendor,2.8896816283439013,42.0,Home Decor,UNKNOWN,Home Decor
84375,SET OF 20 KIDS COOKIE CUTTERS,2.1,4309,Acme Supplies Ltd,1.4878920773978492,5.0,Unknown,Acme Supplies Ltd,Other
84378,SET OF 3 HEART COOKIE CUTTERS,1.25,6278,Pacific Importers,0.6819622237551604,42.0,LIGHTING,Pacific Importers,Lighting
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1.25,5730,ACME SUPPLIES,0.815145849010122,35.0,Gifts,Acme Supplies Ltd,Gifts
84387A,BIRD ON BRANCH CANVAS SCREEN,0.975,22,Unknown Vendor,0.7033647683234105,34.0,Home Decor,UNKNOWN,Home Decor
84388,WISE MAN STAR SHAPE EGG PAN,0.39,30,Acme Supplies Ltd,0.2116975230087844,9.0,Stationery,Acme Supplies Ltd,Stationery
84402B,PURPLE DRESS JEWELLERY STAND,0.79,62,Global Trade Co.,0.3688881930918403,21.0,Unknown,GlobalTrade Co,Other
84406B,CREAM CUPID HEARTS COAT HANGER,4.15,1422,EuroParts GmbH,2.411113794569676,36.0,LIGHTING,EuroParts GmbH,Lighting
84415A,PINK FLOCK SUEDE CUSHION COVER,1.25,1,EuroParts GmbH,0.8972866130886864,16.0,LIGHTING,EuroParts GmbH,Lighting
84415B,BLUE FLOCK CUSHION COVER,1.25,-1,Global Trade Co.,0.851913806185244,21.0,Lighting,GlobalTrade Co,Lighting
84422,PINK/BLUE DISC/MIRROR STRING,0.39,488,GlobalTrade Co,0.1649857736190705,28.0,Home Decor,GlobalTrade Co,Home Decor
84424A,UNKNOWN,0.0,-1,GlobalTrade Co,0.0,19.0,LIGHTING,GlobalTrade Co,Lighting
