Date,GrossRevenue,NetRevenue,TotalCost,Orders,UnitsSold,ReturnUnits,ReturnRows,UniqueCustomers,RefundAmount,Profit,ProfitMarginPct,Sessions,ConversionRate,RefundRatePct,Profit_7d_avg,Profit_7d_std,ConversionRate_7d_avg,ConversionRate_7d_std,RefundRatePct_7d_avg,RefundRatePct_7d_std,GrossRevenue_7d_avg,GrossRevenue_7d_std
2011-11-14,120916.8,115684.24,56735.28266080229,152,49144,1677,72,109,2278.78,58948.95733919772,48.75166836965394,4978.0,3.0534351145038165,1.8845851031453036,23080.572723702153,17211.241633028258,4.182406780300219,3.21406131177441,4.124649651685501,5.1579282743820345,75255.31428571428,28724.980419736192
2011-11-15,64692.24,64266.12,41319.07241416969,142,31947,771,40,98,213.06,22947.04758583031,35.47109759351402,5966.0,2.380154207173986,0.3293439831423367,23456.32590023464,17169.507618621064,4.10808905129445,3.2544071697824295,1.9654414086145433,1.4872359830660546,69807.18428571429,26122.258323679216
2011-11-16,69145.63,66010.19,40798.01277000585,161,33770,3796,47,119,1549.47,25212.17722999415,36.4624304240111,7760.0,2.074742268041237,2.2408791416030196,23386.456152604456,17159.841874629907,4.043831635368464,3.2950715174820884,2.0357089100678354,1.4869254910504761,71087.76142857144,25789.341220622788
2011-11-17,63838.24,62231.42,40361.98268138404,170,32838,1268,45,131,773.41,21869.437318615957,34.25758184845942,6074.0,2.798814619690484,1.211515229743176,24949.051429403215,16313.791734390501,2.817958250265363,0.626813609746488,1.515658063534307,0.8287580814052219,69819.35285714285,25913.894336811994
2011-11-18,57677.88,47780.74,31096.797236567967,164,24825,808,98,129,3243.59,16683.94276343203,28.926067954356217,4196.0,3.9084842707340326,5.623629023812942,26273.457374817615,14974.216260306392,2.8077275028720017,0.6048848157621417,1.9369393055188575,1.7517055359483842,67098.94,26067.73484586069
2011-11-20,36297.24,35978.22,21052.969274650404,105,19916,48,18,91,156.56,14925.250725349597,41.11951962559577,3667.0,2.863376056722116,0.43132756099361824,24945.111745946277,15586.273700994678,2.872054377466543,0.5793249789108399,1.8941011482226016,1.78936834916822,64046.07857142857,28494.76379837556
2011-11-21,52448.32,49441.88,34708.447179164716,122,26243,1810,43,96,1503.22,14733.432820835282,28.091334137747943,4534.0,2.690780767534186,2.866097522284794,25045.749397607862,15506.111114729822,2.824255329199979,0.5783690469354645,2.0839110806750267,1.815507324591447,66430.90714285715,26350.18421765504
2011-11-22,68240.48,64301.94,52275.89647585908,174,38373,890,58,129,1782.5,12026.043524140921,17.623034779563277,6584.0,2.6427703523693804,2.6120859642253396,18342.47599545689,4969.657996064765,2.765588934609345,0.5720410428983905,2.1878397751150316,1.823002592861126,58905.718571428566,11576.960180047896
2011-11-23,88757.4,84587.54,67985.40620902732,154,41706,3799,62,114,1623.48,16602.13379097267,18.70506998962641,5031.0,3.0610216656728286,1.829120726835171,17436.05973904866,4550.834759246008,2.8628557143948945,0.5531546668704231,2.4020935956425795,1.6478961623341817,62343.59857142857,16222.730779533213
2011-11-24,55359.71,49277.91,41499.956111160405,146,27214,4019,74,104,2898.35,7777.953888839598,14.04984579731288,5924.0,2.464550979068197,5.235486240805813,14945.45640459801,4352.1996857831855,2.9185426731130315,0.474639707066401,2.829894609814407,1.9585027613972115,60374.18142857142,16095.64539720856
2011-11-25,52923.16,52163.14,31826.37282229688,98,32340,749,33,71,380.01,20336.76717770312,38.426970682973426,3978.0,2.463549522373052,0.7180410240053692,14726.503527324747,3967.345675361096,2.870647659210541,0.5046985144769396,2.7593982947090057,2.033895442877767,58814.88428571429,16232.256826048419
2011-11-27,21077.84,20998.68,11763.841746494374,60,11404,12,10,51,39.58,9234.838253505626,43.813019994010894,3978.0,1.5082956259426847,0.18778015204594017,13662.345740192404,4336.642072542152,2.5277635670974914,0.4973656048040437,1.982848455885149,1.7799147298041573,53586.307142857135,21650.029138184185
2011-11-28,60436.76,56990.42,32435.255647824986,126,30364,819,26,102,1723.17,24555.164352175012,40.62951811476163,4086.0,3.0837004405286343,2.851195199742673,15038.047686881748,6009.013565486461,2.5592384790698515,0.5281620083704168,2.3285438328492996,1.6592594029136938,57034.81,20318.768942749302
2011-11-29,74375.33,73621.87,39082.72779090068,151,31468,429,18,116,376.73,34539.142209099315,46.438976753581215,4355.0,3.467278989667049,0.5065254836516356,17867.43474234804,9493.957233959993,2.670166796517403,0.6317738514774891,1.9914621130445627,1.7679681790097692,60167.24,21166.35359680154
2011-11-30,64254.89,62290.21,36541.44850620063,164,29745,2052,92,122,975.98,25748.76149379937,40.07284347354633,3544.0,4.6275395033860045,1.5189194160942459,19827.823023727815,9503.533976580891,2.9537052466626355,0.9714789563625001,1.8352954633115492,1.7522212270102349,59597.87,20965.644717631116
2011-12-01,54931.39,53350.29,32718.970417415643,169,27847,233,89,149,786.3,20631.319582584358,37.5583424751938,5336.0,3.1671664167916043,1.4314219975136255,20403.420993958058,9397.023401008551,2.968868782536746,0.9742576236596128,1.778481359122757,1.7588896176410642,54765.58285714285,16559.943654835435
2011-12-02,60518.03,59273.13,37640.22677216808,142,29695,1893,50,100,578.01,21632.90322783192,35.746211877405656,5693.0,2.4942912348498156,0.9551037930349022,22382.69947095696,7577.496252160289,2.9731173905055486,0.9717534453020773,1.166998152298341,0.882405991313108,55502.485714285714,16704.923842145938
2011-12-04,25107.56,24993.76,15817.201384940254,72,12661,17,6,58,55.650000000000006,9176.558615059745,36.548986102431876,2543.0,2.8313016122689736,0.22164638857778296,20788.383962007905,9100.678733586392,3.0256534033478233,0.9492945297206189,1.0960846329515432,0.9424054651593333,51528.82857142857,20334.682252435498
2011-12-05,123141.31999999999,61160.04,63603.74095267466,151,46555,545,29,114,30990.64,-2443.7009526746624,-1.98446870041239,3596.0,4.199110122358176,25.166727139192595,19120.02121826787,12136.003129829449,3.4100554742643223,0.7579832899223844,4.664505631115351,9.080787255306698,66109.32571428572,29422.060201332402
2011-12-06,60131.7,54971.96,42746.80217279154,149,31002,1469,108,128,2484.84,12225.157827208459,20.330637296481655,4347.0,3.42765125373821,4.132329536667016,17358.591714701215,12110.431831183458,3.4591913047228324,0.7443267317265211,4.8475248221045435,9.051011247018463,66065.74571428572,29432.08700219136
2011-12-07,77111.71,76115.93000000001,56012.54350012776,138,42542,2380,45,101,362.94,20103.38649987225,26.07047165712218,4456.0,3.096947935368043,0.4706678142658229,15296.34089909735,9683.041782444338,3.406286868394403,0.7567139919510827,4.8424022979065695,9.053887248863216,66456.65714285713,29578.654819572002
2011-12-08,85406.47,83216.63,52339.93661430664,145,36234,1218,70,120,1077.22,30876.69338569336,36.152639707147905,5539.0,2.6178010471204187,1.2612861765625016,16028.902597939346,10741.706489063492,3.119181374642177,0.5757518756322725,4.805597549402035,9.070158193889004,69478.31142857143,30385.621029320984
2011-12-09,371018.13,32990.61,261295.3695116859,49,94297,81031,8,38,168789.07,-228304.75951168587,-61.534663956094505,1126.0,4.351687388987567,45.493483027365805,-19533.394415527826,92661.86105536688,3.2883986563844574,0.7422116079450464,11.100177696523774,17.608584115832965,114633.56000000001,116891.25269399871
