InvoiceNo,StockCode,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,RefundAmount,ReturnReason,ReturnReasonClean,Date
C567708,22990,-6,2011-09-22 09:53:00,4.95,15201.0,United Kingdom,29.700000000000003,Wrong Item,Wrong Item,2011-09-22
C567708,22961,-79,2011-09-22 09:53:00,1.25,15201.0,United Kingdom,98.75,Changed Mind,Changed Mind,2011-09-22
C567708,22544,-43,2011-09-22 09:53:00,0.42,15201.0,United Kingdom,18.06,Changed Mind,Changed Mind,2011-09-22
C567708,21931,-1,2011-09-22 09:53:00,2.08,15201.0,United Kingdom,2.08,Damaged,Damaged,2011-09-22
C567708,21212,-31,2011-09-22 09:53:00,0.55,15201.0,United Kingdom,17.05,Defective,Defective,2011-09-22
C567708,22900,-7,2011-09-22 09:53:00,3.25,15201.0,United Kingdom,22.75,Late Delivery,Late Delivery,2011-09-22
C567712,22725,-11,2011-09-22 10:08:00,3.75,13282.0,United Kingdom,41.25,Defective,Defective,2011-09-22
C567713,M,-3,2011-09-22 10:10:00,1.0,,United Kingdom,3.0,,Unspecified,2011-09-22
C567714,21730,-1,2011-09-22 10:11:00,4.95,16316.0,United Kingdom,4.95,Wrong Item,Wrong Item,2011-09-22
C567714,22962,-6,2011-09-22 10:11:00,0.85,16316.0,United Kingdom,5.1,Damaged,Damaged,2011-09-22
C567715,84879,-7,2011-09-22 10:12:00,1.69,16160.0,United Kingdom,11.83,Defective,Defective,2011-09-22
C567716,72807A,-1,2011-09-22 10:16:00,4.25,14543.0,United Kingdom,4.25,Damaged,Damaged,2011-09-22
C567716,21216,-1,2011-09-22 10:16:00,4.95,14543.0,United Kingdom,4.95,Damaged,Damaged,2011-09-22
C567716,22848,-1,2011-09-22 10:16:00,14.95,14543.0,United Kingdom,14.95,Damaged,Damaged,2011-09-22
C567716,22625,-1,2011-09-22 10:16:00,8.5,14543.0,United Kingdom,8.5,Late Delivery,Late Delivery,2011-09-22
C567716,22624,-1,2011-09-22 10:16:00,8.5,14543.0,United Kingdom,8.5,Damaged,Damaged,2011-09-22
C567716,22429,-1,2011-09-22 10:16:00,4.25,14543.0,United Kingdom,4.25,Wrong Item,Wrong Item,2011-09-22
C567716,21843,-8,2011-09-22 10:16:00,9.95,14543.0,United Kingdom,79.6,Damaged,Damaged,2011-09-22
C567717,23110,-2,2011-09-22 10:20:00,5.75,15601.0,United Kingdom,11.5,Late Delivery,Late Delivery,2011-09-22
C567717,23111,-1,2011-09-22 10:20:00,12.5,15601.0,United Kingdom,12.5,Changed Mind,Changed Mind,2011-09-22
567719,20980,-7,2011-09-22 10:32:00,0.0,,United Kingdom,0.0,Wrong Item,Wrong Item,2011-09-22
C567767,85123A,-12,2011-09-22 10:58:00,2.95,17460.0,United Kingdom,35.400000000000006,Late Delivery,Late Delivery,2011-09-22
C567767,23188,-12,2011-09-22 10:58:00,1.65,17460.0,United Kingdom,19.8,Late Delivery,Late Delivery,2011-09-22
C567767,22925,-4,2011-09-22 10:58:00,5.95,17460.0,United Kingdom,23.8,Changed Mind,Changed Mind,2011-09-22
C567767,22867,-12,2011-09-22 10:58:00,2.1,17460.0,United Kingdom,25.200000000000003,Wrong Item,Wrong Item,2011-09-22
C567767,22865,-12,2011-09-22 10:58:00,2.1,17460.0,United Kingdom,25.200000000000003,Changed Mind,Changed Mind,2011-09-22
C567767,22665,-6,2011-09-22 10:58:00,2.95,17460.0,United Kingdom,17.700000000000003,damaged,Damaged,2011-09-22
C567767,21340,-1,2011-09-22 10:58:00,12.75,17460.0,United Kingdom,12.75,Damaged,Damaged,2011-09-22
567861,35597A,-14,2011-09-22 14:01:00,0.0,,United Kingdom,0.0,Wrong Item,Wrong Item,2011-09-22
567862,35591T,-4,2011-09-22 14:02:00,0.0,,United Kingdom,0.0,Wrong Item,Wrong Item,2011-09-22
C567867,M,-5,2011-09-22 14:18:00,0.8,16669.0,United Kingdom,4.0,Defective,Defective,2011-09-22
C567884,22909,-2,2011-09-22 15:08:00,0.85,13627.0,United Kingdom,1.7,Defective,Defective,2011-09-22
C567885,22698,-1,2011-09-22 15:17:00,2.95,12879.0,United Kingdom,2.95,Wrong Item,Wrong Item,2011-09-22
C567885,22699,-6,2011-09-22 15:17:00,2.95,12879.0,United Kingdom,17.700000000000003,Wrong Item,Wrong Item,2011-09-22
C567891,82483,-1,2011-09-22 15:50:00,6.95,15296.0,United Kingdom,6.95,damaged,Damaged,2011-09-22
C567896,D,-1,2011-09-22 15:59:00,18.62,14527.0,United Kingdom,18.62,Late Delivery,Late Delivery,2011-09-22
C567902,21794,-1,2011-09-22 16:29:00,3.95,15555.0,United Kingdom,3.95,damaged,Damaged,2011-09-22
C567902,20982,-1,2011-09-22 16:29:00,0.85,15555.0,United Kingdom,0.85,,Unspecified,2011-09-22
C567902,22296,-1,2011-09-22 16:29:00,1.65,15555.0,United Kingdom,1.65,Changed Mind,Changed Mind,2011-09-22
C567902,22995,-1,2011-09-22 16:29:00,0.42,15555.0,United Kingdom,0.42,Damaged,Damaged,2011-09-22
C567902,21874,-1,2011-09-22 16:29:00,1.65,15555.0,United Kingdom,1.65,Defective,Defective,2011-09-22
C567902,22382,-1,2011-09-22 16:29:00,1.65,15555.0,United Kingdom,1.65,Changed Mind,Changed Mind,2011-09-22
C567903,M,-120,2011-09-22 16:29:00,0.03,16422.0,United Kingdom,3.6,Changed Mind,Changed Mind,2011-09-22
C567916,POST,-1,2011-09-22 17:19:00,18.0,12579.0,France,18.0,Changed Mind,Changed Mind,2011-09-22
567918,79163,-1,2011-09-22 17:20:00,0.0,,United Kingdom,0.0,damaged,Damaged,2011-09-22
C567919,23169,-3,2011-09-22 17:20:00,4.15,17037.0,United Kingdom,12.45,Damaged,Damaged,2011-09-22
C567919,22974,-1,2011-09-22 17:20:00,1.65,17037.0,United Kingdom,1.65,Damaged,Damaged,2011-09-22
567921,21089,-7,2011-09-22 17:24:00,0.0,,United Kingdom,0.0,Defective,Defective,2011-09-22
567923,37343,-2,2011-09-22 17:24:00,0.0,,United Kingdom,0.0,,Unspecified,2011-09-22
567925,84876D,-2,2011-09-22 17:26:00,0.0,,United Kingdom,0.0,damaged,Damaged,2011-09-22
567927,21654,-3,2011-09-22 17:28:00,0.0,,United Kingdom,0.0,Changed Mind,Changed Mind,2011-09-22
567931,84563B,-11,2011-09-22 17:38:00,0.0,,United Kingdom,0.0,Damaged,Damaged,2011-09-22
567932,85213,-12,2011-09-22 17:39:00,0.0,,United Kingdom,0.0,Changed Mind,Changed Mind,2011-09-22
567933,84422,-30,2011-09-22 17:49:00,0.0,,United Kingdom,0.0,damaged,Damaged,2011-09-22
C567940,22423,-1,2011-09-22 18:21:00,12.75,16984.0,United Kingdom,12.75,Changed Mind,Changed Mind,2011-09-22
C567945,22781,-4,2011-09-23 07:57:00,7.65,17340.0,United Kingdom,30.6,Late Delivery,Late Delivery,2011-09-23
C567945,82483,-2,2011-09-23 07:57:00,5.95,17340.0,United Kingdom,11.9,Wrong Item,Wrong Item,2011-09-23
C567946,37448,-1,2011-09-23 07:58:00,1.49,12909.0,United Kingdom,1.49,Damaged,Damaged,2011-09-23
C567946,21844,-2,2011-09-23 07:58:00,2.95,12909.0,United Kingdom,5.9,Changed Mind,Changed Mind,2011-09-23
C567947,23100,-1,2011-09-23 08:00:00,1.25,17663.0,United Kingdom,1.25,,Unspecified,2011-09-23
C567947,21201,-1,2011-09-23 08:00:00,2.55,17663.0,United Kingdom,2.55,WRONG ITEM,Wrong Item,2011-09-23
C567947,23234,-1,2011-09-23 08:00:00,2.89,17663.0,United Kingdom,2.89,,Unspecified,2011-09-23
C567948,23406,-2,2011-09-23 08:21:00,6.25,14769.0,United Kingdom,12.5,Changed Mind,Changed Mind,2011-09-23
C567948,22047,-25,2011-09-23 08:21:00,0.42,14769.0,United Kingdom,10.5,Defective,Defective,2011-09-23
C567949,23169,-3,2011-09-23 08:22:00,3.75,13435.0,United Kingdom,11.25,,Unspecified,2011-09-23
C567950,23234,-6,2011-09-23 08:24:00,2.89,17069.0,United Kingdom,17.34,Damaged,Damaged,2011-09-23
C567952,23404,-4,2011-09-23 08:26:00,4.95,18226.0,United Kingdom,19.8,WRONG ITEM,Wrong Item,2011-09-23
C567953,22178,-144,2011-09-23 08:28:00,1.65,18198.0,United Kingdom,237.6,Changed Mind,Changed Mind,2011-09-23
C567955,23173,-7,2011-09-23 08:52:00,8.15,17428.0,United Kingdom,57.05,WRONG ITEM,Wrong Item,2011-09-23
C567955,22699,-4,2011-09-23 08:52:00,2.55,17428.0,United Kingdom,10.2,Late Delivery,Late Delivery,2011-09-23
C567956,85034C,-4,2011-09-23 08:54:00,4.25,12895.0,United Kingdom,17.0,Damaged,Damaged,2011-09-23
C567956,85034A,-2,2011-09-23 08:54:00,4.25,12895.0,United Kingdom,8.5,Damaged,Damaged,2011-09-23
C567961,22652,-2,2011-09-23 09:16:00,1.65,13430.0,United Kingdom,3.3,Changed Mind,Changed Mind,2011-09-23
C567961,22557,-2,2011-09-23 09:16:00,1.65,13430.0,United Kingdom,3.3,Wrong Item,Wrong Item,2011-09-23
C567961,23240,-2,2011-09-23 09:16:00,4.15,13430.0,United Kingdom,8.3,Changed Mind,Changed Mind,2011-09-23
C567963,23263,-12,2011-09-23 09:19:00,1.25,14141.0,United Kingdom,15.0,Defective,Defective,2011-09-23
C567963,23243,-1,2011-09-23 09:19:00,4.95,14141.0,United Kingdom,4.95,Changed Mind,Changed Mind,2011-09-23
C567963,21218,-1,2011-09-23 09:19:00,3.75,14141.0,United Kingdom,3.75,Damaged,Damaged,2011-09-23
C567963,20707,-1,2011-09-23 09:19:00,1.25,14141.0,United Kingdom,1.25,WRONG ITEM,Wrong Item,2011-09-23
C567964,22307,-7,2011-09-23 09:20:00,1.06,12995.0,United Kingdom,7.42,Changed Mind,Changed Mind,2011-09-23
C567964,22306,-3,2011-09-23 09:20:00,1.06,12995.0,United Kingdom,3.18,,Unspecified,2011-09-23
C567965,23169,-1,2011-09-23 09:23:00,4.15,14911.0,EIRE,4.15,Damaged,Damaged,2011-09-23
C567978,22941,-1,2011-09-23 10:40:00,8.5,14546.0,United Kingdom,8.5,,Unspecified,2011-09-23
C567978,22178,-1,2011-09-23 10:40:00,1.95,14546.0,United Kingdom,1.95,Damaged,Damaged,2011-09-23
C567978,23092,-1,2011-09-23 10:40:00,7.9,14546.0,United Kingdom,7.9,Defective,Defective,2011-09-23
C567978,71477,-1,2011-09-23 10:40:00,3.95,14546.0,United Kingdom,3.95,Defective,Defective,2011-09-23
C567978,21452,-1,2011-09-23 10:40:00,2.95,14546.0,United Kingdom,2.95,damaged,Damaged,2011-09-23
C567978,22270,-2,2011-09-23 10:40:00,3.75,14546.0,United Kingdom,7.5,Wrong Item,Wrong Item,2011-09-23
C567997,22776,-1,2011-09-23 11:31:00,9.95,13097.0,United Kingdom,9.95,Damaged,Damaged,2011-09-23
C567997,M,-1,2011-09-23 11:31:00,14.95,13097.0,United Kingdom,14.95,,Unspecified,2011-09-23
C567997,23181,-1,2011-09-23 11:31:00,8.25,13097.0,United Kingdom,8.25,Wrong Item,Wrong Item,2011-09-23
C567997,71279,-1,2011-09-23 11:31:00,2.95,13097.0,United Kingdom,2.95,Wrong Item,Wrong Item,2011-09-23
568052,90209C,-3,2011-09-23 12:42:00,0.0,,United Kingdom,0.0,Changed Mind,Changed Mind,2011-09-23
C568055,22634,-1,2011-09-23 12:50:00,8.5,17929.0,United Kingdom,8.5,Damaged,Damaged,2011-09-23
568079,85197,-1,2011-09-23 14:35:00,0.0,,United Kingdom,0.0,Wrong Item,Wrong Item,2011-09-23
568080,44236,-2,2011-09-23 14:35:00,0.0,,United Kingdom,0.0,Changed Mind,Changed Mind,2011-09-23
568081,84663A,-9,2011-09-23 14:36:00,0.0,,United Kingdom,0.0,Wrong Item,Wrong Item,2011-09-23
568084,84927A,-7,2011-09-23 14:38:00,0.0,,United Kingdom,0.0,Changed Mind,Changed Mind,2011-09-23
568087,85049D,-8,2011-09-23 14:40:00,0.0,,United Kingdom,0.0,Changed Mind,Changed Mind,2011-09-23
568088,21641,-49,2011-09-23 14:40:00,0.0,,United Kingdom,0.0,Late Delivery,Late Delivery,2011-09-23
568089,22245,-37,2011-09-23 14:41:00,0.0,,United Kingdom,0.0,damaged,Damaged,2011-09-23
568090,20793,-5,2011-09-23 14:41:00,0.0,,United Kingdom,0.0,Damaged,Damaged,2011-09-23
568091,85211,-3,2011-09-23 14:41:00,0.0,,United Kingdom,0.0,,Unspecified,2011-09-23
568093,20773,-9,2011-09-23 14:42:00,0.0,,United Kingdom,0.0,damaged,Damaged,2011-09-23
C568096,18097C,-288,2011-09-23 14:50:00,1.95,17867.0,United Kingdom,561.6,Defective,Defective,2011-09-23
C568097,22178,-12,2011-09-23 15:12:00,1.95,15804.0,United Kingdom,23.4,WRONG ITEM,Wrong Item,2011-09-23
C568138,21820,-6,2011-09-25 10:43:00,3.75,16689.0,United Kingdom,22.5,Wrong Item,Wrong Item,2011-09-25
C568138,21821,-12,2011-09-25 10:43:00,3.75,16689.0,United Kingdom,45.0,,Unspecified,2011-09-25
C568138,M,-144,2011-09-25 10:43:00,0.36,16689.0,United Kingdom,51.84,Defective,Defective,2011-09-25
C568157,22383,-1,2011-09-25 12:18:00,1.65,14367.0,United Kingdom,1.65,Wrong Item,Wrong Item,2011-09-25
C568157,23169,-2,2011-09-25 12:18:00,4.15,14367.0,United Kingdom,8.3,Late Delivery,Late Delivery,2011-09-25
C568184,84247E,-11,2011-09-25 13:55:00,2.95,15429.0,United Kingdom,32.45,Changed Mind,Changed Mind,2011-09-25
C568232,22634,-2,2011-09-26 11:27:00,9.95,14808.0,United Kingdom,19.9,Damaged,Damaged,2011-09-26
C568232,22635,-1,2011-09-26 11:27:00,9.95,14808.0,United Kingdom,9.95,Damaged,Damaged,2011-09-26
C568232,22492,-1,2011-09-26 11:27:00,0.65,14808.0,United Kingdom,0.65,Late Delivery,Late Delivery,2011-09-26
C568232,23007,-3,2011-09-26 11:27:00,16.95,14808.0,United Kingdom,50.85,Late Delivery,Late Delivery,2011-09-26
C568232,23008,-2,2011-09-26 11:27:00,16.95,14808.0,United Kingdom,33.9,Changed Mind,Changed Mind,2011-09-26
C568232,20719,-6,2011-09-26 11:27:00,0.85,14808.0,United Kingdom,5.1,Changed Mind,Changed Mind,2011-09-26
C568232,22661,-10,2011-09-26 11:27:00,0.85,14808.0,United Kingdom,8.5,Damaged,Damaged,2011-09-26
C568232,20723,-7,2011-09-26 11:27:00,0.85,14808.0,United Kingdom,5.95,Changed Mind,Changed Mind,2011-09-26
568233,21586,-147,2011-09-26 11:37:00,0.0,,United Kingdom,0.0,,Unspecified,2011-09-26
C568237,22988,-12,2011-09-26 11:59:00,1.25,13481.0,United Kingdom,15.0,,Unspecified,2011-09-26
C568240,POST,-1,2011-09-26 12:04:00,4.5,17172.0,United Kingdom,4.5,Defective,Defective,2011-09-26
C568244,23169,-1,2011-09-26 12:21:00,4.15,12583.0,France,4.15,WRONG ITEM,Wrong Item,2011-09-26
C568244,22197,-13,2011-09-26 12:21:00,0.85,12583.0,France,11.05,,Unspecified,2011-09-26
568302,20700,-121,2011-09-26 12:46:00,0.0,,United Kingdom,0.0,Damaged,Damaged,2011-09-26
C568345,CRUK,-1,2011-09-26 15:28:00,447.56,14096.0,United Kingdom,447.56,Changed Mind,Changed Mind,2011-09-26
C568347,84660A,-1,2011-09-26 15:31:00,0.79,17997.0,United Kingdom,0.79,Damaged,Damaged,2011-09-26
C568348,82582,-9,2011-09-26 15:34:00,2.1,17997.0,United Kingdom,18.9,Changed Mind,Changed Mind,2011-09-26
C568370,90199C,-1,2011-09-26 16:43:00,6.35,15154.0,United Kingdom,6.35,Late Delivery,Late Delivery,2011-09-26
C568370,90199C,-1,2011-09-26 16:43:00,6.35,15154.0,United Kingdom,6.35,Damaged,Damaged,2011-09-26
C568370,90162B,-1,2011-09-26 16:43:00,2.95,15154.0,United Kingdom,2.95,,Unspecified,2011-09-26
C568370,90148,-1,2011-09-26 16:43:00,12.75,15154.0,United Kingdom,12.75,Changed Mind,Changed Mind,2011-09-26
C568370,90148,-1,2011-09-26 16:43:00,12.75,15154.0,United Kingdom,12.75,Late Delivery,Late Delivery,2011-09-26
C568370,90143,-1,2011-09-26 16:43:00,7.5,15154.0,United Kingdom,7.5,Damaged,Damaged,2011-09-26
C568370,90143,-1,2011-09-26 16:43:00,7.5,15154.0,United Kingdom,7.5,Damaged,Damaged,2011-09-26
568371,22687,-41,2011-09-26 16:48:00,0.0,,United Kingdom,0.0,Defective,Defective,2011-09-26
568372,90082D,-19,2011-09-26 16:54:00,0.0,,United Kingdom,0.0,,Unspecified,2011-09-26
C568377,20724,-1,2011-09-27 08:53:00,0.85,14911.0,EIRE,0.85,,Unspecified,2011-09-27
C568377,23292,-2,2011-09-27 08:53:00,1.25,14911.0,EIRE,2.5,Defective,Defective,2011-09-27
C568385,22666,-2,2011-09-27 09:51:00,2.95,15398.0,United Kingdom,5.9,Wrong Item,Wrong Item,2011-09-27
C568386,22667,-3,2011-09-27 09:56:00,2.95,12720.0,Germany,8.850000000000001,Damaged,Damaged,2011-09-27
C568386,21936,-2,2011-09-27 09:56:00,2.95,12720.0,Germany,5.9,,Unspecified,2011-09-27
C568388,22492,-35,2011-09-27 10:05:00,0.65,14808.0,United Kingdom,22.75,Damaged,Damaged,2011-09-27
C568395,22306,-1,2011-09-27 10:21:00,1.06,17480.0,United Kingdom,1.06,Defective,Defective,2011-09-27
C568395,22960,-1,2011-09-27 10:21:00,4.25,17480.0,United Kingdom,4.25,Changed Mind,Changed Mind,2011-09-27
568401,21394,-35,2011-09-27 10:30:00,0.0,,United Kingdom,0.0,Changed Mind,Changed Mind,2011-09-27
568403,84905,-3,2011-09-27 10:35:00,0.0,,United Kingdom,0.0,Changed Mind,Changed Mind,2011-09-27
568404,22497,-17,2011-09-27 10:36:00,0.0,,United Kingdom,0.0,damaged,Damaged,2011-09-27
568405,22893,-42,2011-09-27 10:36:00,0.0,,United Kingdom,0.0,,Unspecified,2011-09-27
568406,18094C,-67,2011-09-27 10:37:00,0.0,,United Kingdom,0.0,,Unspecified,2011-09-27
568407,84660A,-8,2011-09-27 10:38:00,0.0,,United Kingdom,0.0,Changed Mind,Changed Mind,2011-09-27
C568410,POST,-1,2011-09-27 10:42:00,80.0,12748.0,United Kingdom,80.0,Damaged,Damaged,2011-09-27
C568412,11001,-1,2011-09-27 10:54:00,1.69,14456.0,United Kingdom,1.69,WRONG ITEM,Wrong Item,2011-09-27
C568412,22327,-1,2011-09-27 10:54:00,2.95,14456.0,United Kingdom,2.95,Damaged,Damaged,2011-09-27
C568412,23148,-1,2011-09-27 10:54:00,0.83,14456.0,United Kingdom,0.83,Changed Mind,Changed Mind,2011-09-27
C568416,22193,-1,2011-09-27 11:08:00,7.65,14866.0,United Kingdom,7.65,Wrong Item,Wrong Item,2011-09-27
C568416,23168,-6,2011-09-27 11:08:00,1.04,14866.0,United Kingdom,6.24,Changed Mind,Changed Mind,2011-09-27
C568416,15034,-144,2011-09-27 11:08:00,0.14,14866.0,United Kingdom,20.160000000000004,Wrong Item,Wrong Item,2011-09-27
C568416,21463,-32,2011-09-27 11:08:00,4.95,14866.0,United Kingdom,158.4,,Unspecified,2011-09-27
C568418,22282,-1,2011-09-27 11:11:00,12.75,15763.0,United Kingdom,12.75,WRONG ITEM,Wrong Item,2011-09-27
C568418,22485,-2,2011-09-27 11:11:00,12.75,15763.0,United Kingdom,25.5,Changed Mind,Changed Mind,2011-09-27
C568419,51014C,-96,2011-09-27 11:16:00,0.39,13694.0,United Kingdom,37.44,Damaged,Damaged,2011-09-27
C568419,51014C,-96,2011-09-27 11:16:00,0.39,13694.0,United Kingdom,37.44,Defective,Defective,2011-09-27
C568420,22720,-1,2011-09-27 11:17:00,4.95,16573.0,United Kingdom,4.95,Changed Mind,Changed Mind,2011-09-27
C568421,23031,-1,2011-09-27 11:19:00,1.65,16626.0,United Kingdom,1.65,WRONG ITEM,Wrong Item,2011-09-27
C568421,23032,-7,2011-09-27 11:19:00,1.65,16626.0,United Kingdom,11.55,Damaged,Damaged,2011-09-27
568442,37327,-131,2011-09-27 11:31:00,0.0,,United Kingdom,0.0,Damaged,Damaged,2011-09-27
C568445,22890,-1,2011-09-27 11:31:00,9.95,16156.0,United Kingdom,9.95,Defective,Defective,2011-09-27
C568445,23377,-8,2011-09-27 11:31:00,0.39,16156.0,United Kingdom,3.12,Late Delivery,Late Delivery,2011-09-27
C568445,23108,-1,2011-09-27 11:31:00,6.25,16156.0,United Kingdom,6.25,Changed Mind,Changed Mind,2011-09-27
C568501,22171,-2,2011-09-27 12:13:00,8.5,16713.0,United Kingdom,17.0,Wrong Item,Wrong Item,2011-09-27
C568516,23147,-1,2011-09-27 12:45:00,1.45,14456.0,United Kingdom,1.45,Wrong Item,Wrong Item,2011-09-27
C568532,23172,-1,2011-09-27 13:54:00,1.65,14356.0,United Kingdom,1.65,Wrong Item,Wrong Item,2011-09-27
C568532,22734,-6,2011-09-27 13:54:00,2.89,14356.0,United Kingdom,17.34,Wrong Item,Wrong Item,2011-09-27
C568534,22432,-6,2011-09-27 13:57:00,1.95,12579.0,France,11.7,,Unspecified,2011-09-27
568543,84920,-21,2011-09-27 14:33:00,0.0,,United Kingdom,0.0,Damaged,Damaged,2011-09-27
568545,22548,-70,2011-09-27 14:34:00,0.0,,United Kingdom,0.0,Changed Mind,Changed Mind,2011-09-27
568546,22409,-20,2011-09-27 14:35:00,0.0,,United Kingdom,0.0,Late Delivery,Late Delivery,2011-09-27
C568557,22301,-4,2011-09-27 15:48:00,2.55,12681.0,France,10.2,Damaged,Damaged,2011-09-27
C568557,20682,-1,2011-09-27 15:48:00,3.25,12681.0,France,3.25,,Unspecified,2011-09-27
C568559,20956,-2,2011-09-27 16:37:00,1.25,14397.0,United Kingdom,2.5,Late Delivery,Late Delivery,2011-09-27
C568560,23113,-1,2011-09-27 16:39:00,4.95,14299.0,United Kingdom,4.95,Damaged,Damaged,2011-09-27
C568561,21530,-18,2011-09-27 16:45:00,0.79,15505.0,United Kingdom,14.22,,Unspecified,2011-09-27
C568562,22654,-1,2011-09-27 16:48:00,5.95,17002.0,United Kingdom,5.95,Changed Mind,Changed Mind,2011-09-27
C568570,22558,-2,2011-09-28 09:04:00,1.65,15358.0,United Kingdom,3.3,Defective,Defective,2011-09-28
C568571,84625C,-4,2011-09-28 09:05:00,0.85,17581.0,United Kingdom,3.4,,Unspecified,2011-09-28
C568571,84625A,-17,2011-09-28 09:05:00,0.85,17581.0,United Kingdom,14.45,,Unspecified,2011-09-28
C568572,23275,-1,2011-09-28 09:06:00,1.25,15194.0,United Kingdom,1.25,Changed Mind,Changed Mind,2011-09-28
C568572,22156,-8,2011-09-28 09:06:00,0.85,15194.0,United Kingdom,6.8,Wrong Item,Wrong Item,2011-09-28
C568572,22154,-3,2011-09-28 09:06:00,0.42,15194.0,United Kingdom,1.26,Wrong Item,Wrong Item,2011-09-28
C568573,20725,-1,2011-09-28 09:09:00,1.65,13115.0,United Kingdom,1.65,Late Delivery,Late Delivery,2011-09-28
C568575,85035A,-1,2011-09-28 09:22:00,4.25,13134.0,United Kingdom,4.25,damaged,Damaged,2011-09-28
C568575,72803A,-1,2011-09-28 09:22:00,4.25,13134.0,United Kingdom,4.25,Damaged,Damaged,2011-09-28
C568575,85034A,-2,2011-09-28 09:22:00,4.25,13134.0,United Kingdom,8.5,Damaged,Damaged,2011-09-28
C568579,21314,-1,2011-09-28 09:45:00,2.1,14934.0,Channel Islands,2.1,,Unspecified,2011-09-28
C568580,22628,-1,2011-09-28 09:57:00,4.95,12566.0,Germany,4.95,Changed Mind,Changed Mind,2011-09-28
C568581,22778,-1,2011-09-28 09:59:00,3.95,15804.0,United Kingdom,3.95,Wrong Item,Wrong Item,2011-09-28
C568582,22236,-1,2011-09-28 10:02:00,12.75,13014.0,United Kingdom,12.75,Damaged,Damaged,2011-09-28
C568582,21217,-1,2011-09-28 10:02:00,9.95,13014.0,United Kingdom,9.95,Wrong Item,Wrong Item,2011-09-28
C568582,21232,-3,2011-09-28 10:02:00,1.25,13014.0,United Kingdom,3.75,WRONG ITEM,Wrong Item,2011-09-28
C568582,37450,-1,2011-09-28 10:02:00,2.95,13014.0,United Kingdom,2.95,WRONG ITEM,Wrong Item,2011-09-28
C568584,22767,-2,2011-09-28 10:13:00,9.95,15706.0,United Kingdom,19.9,Wrong Item,Wrong Item,2011-09-28
C568584,23071,-1,2011-09-28 10:13:00,12.5,15706.0,United Kingdom,12.5,WRONG ITEM,Wrong Item,2011-09-28
C568587,85053,-2,2011-09-28 10:15:00,2.1,18225.0,United Kingdom,4.2,Wrong Item,Wrong Item,2011-09-28
C568587,21535,-3,2011-09-28 10:15:00,2.55,18225.0,United Kingdom,7.649999999999999,,Unspecified,2011-09-28
C568596,21209,-3,2011-09-28 11:13:00,0.39,16493.0,United Kingdom,1.17,Wrong Item,Wrong Item,2011-09-28
C568596,21208,-6,2011-09-28 11:13:00,0.39,16493.0,United Kingdom,2.34,,Unspecified,2011-09-28
C568596,21194,-2,2011-09-28 11:13:00,0.65,16493.0,United Kingdom,1.3,Changed Mind,Changed Mind,2011-09-28
C568597,22798,-7,2011-09-28 11:17:00,2.95,13089.0,United Kingdom,20.65,Damaged,Damaged,2011-09-28
C568598,23393,-1,2011-09-28 11:19:00,3.75,15737.0,United Kingdom,3.75,damaged,Damaged,2011-09-28
C568598,23431,-2,2011-09-28 11:19:00,0.83,15737.0,United Kingdom,1.66,Wrong Item,Wrong Item,2011-09-28
C568598,84032B,-2,2011-09-28 11:19:00,2.95,15737.0,United Kingdom,5.9,WRONG ITEM,Wrong Item,2011-09-28
C568599,82484,-2,2011-09-28 11:20:00,7.95,14395.0,United Kingdom,15.9,Damaged,Damaged,2011-09-28
C568600,21931,-1,2011-09-28 11:21:00,2.08,18223.0,United Kingdom,2.08,Damaged,Damaged,2011-09-28
C568601,23404,-1,2011-09-28 11:22:00,4.95,15696.0,United Kingdom,4.95,,Unspecified,2011-09-28
C568646,POST,-1,2011-09-28 11:45:00,3.38,13430.0,United Kingdom,3.38,Changed Mind,Changed Mind,2011-09-28
C568646,23408,-6,2011-09-28 11:45:00,2.08,13430.0,United Kingdom,12.48,Changed Mind,Changed Mind,2011-09-28
C568649,23031,-4,2011-09-28 11:51:00,1.65,16626.0,United Kingdom,6.6,Damaged,Damaged,2011-09-28
C568649,23032,-7,2011-09-28 11:51:00,1.65,16626.0,United Kingdom,11.55,Changed Mind,Changed Mind,2011-09-28
C568664,85048,-2,2011-09-28 12:50:00,7.95,14911.0,EIRE,15.9,Changed Mind,Changed Mind,2011-09-28
C568677,23290,-2,2011-09-28 14:04:00,1.25,12619.0,Germany,2.5,Changed Mind,Changed Mind,2011-09-28
C568689,23031,-5,2011-09-28 14:42:00,1.65,17841.0,United Kingdom,8.25,Defective,Defective,2011-09-28
C568689,22494,-1,2011-09-28 14:42:00,1.25,17841.0,United Kingdom,1.25,Defective,Defective,2011-09-28
C568689,22212,-1,2011-09-28 14:42:00,2.1,17841.0,United Kingdom,2.1,WRONG ITEM,Wrong Item,2011-09-28
C568689,21927,-3,2011-09-28 14:42:00,1.25,17841.0,United Kingdom,3.75,Defective,Defective,2011-09-28
C568694,22090,-12,2011-09-28 14:55:00,2.95,16321.0,Australia,35.400000000000006,Wrong Item,Wrong Item,2011-09-28
C568694,21198,-24,2011-09-28 14:55:00,1.65,16321.0,Australia,39.6,Wrong Item,Wrong Item,2011-09-28
C568714,22775,-8,2011-09-28 16:04:00,1.25,16332.0,United Kingdom,10.0,Changed Mind,Changed Mind,2011-09-28
